territory,region_code,region,year,n_months,months,admissions,deaths,pn_admissions,icu_admissions,icu_known,W,W_any,W_pn,W_icu,W_icu_known,M,M_any,M_pn,M_icu,M_icu_known,OMS,OMS_any,OMS_pn,OMS_icu,OMS_icu_known,union_cases,W_per_1000,W_pn_per_1000,W_any_per_1000,W_survivor_per_1000,W_standardized,M_per_1000,M_pn_per_1000,M_any_per_1000,M_survivor_per_1000,M_standardized,OMS_per_1000,OMS_pn_per_1000,OMS_any_per_1000,OMS_survivor_per_1000,OMS_standardized,pn_percent,value,indicator
2,2.0,Nordeste,2002,12,"1,2,3,4,5,6,7,8,9,10,11,12",947138.0,216.0,12803.0,1391.0,947138.0,25154.0,25540.0,73.0,432.0,25154.0,8409.0,10331.0,26.0,39.0,8409.0,17654.0,19782.0,42.0,209.0,17654.0,25689.0,26.557903916852666,5.701788643286729,26.965447484949394,26.563961973636687,27.272168719074863,8.878326072863722,2.0307740373349996,10.90759741452671,8.88035128553355,8.943145216622588,18.639311272486164,3.280481137233461,20.886079958781085,18.643563038983146,19.053654538385977,1.351756555010991,228.0,pnad_income_nominal
2,2.0,Nordeste,2003,12,"1,2,3,4,5,6,7,8,9,10,11,12",911492.0,235.0,43470.0,2293.0,911492.0,29050.0,29299.0,282.0,796.0,29050.0,9763.0,11140.0,28.0,67.0,9763.0,19129.0,20671.0,107.0,279.0,19129.0,29646.0,31.870822782865893,6.487232574189096,32.14400126386189,31.879041807086256,32.74168866021926,10.711010080176239,0.644122383252818,12.221719993154082,10.71377229475329,10.827959191890919,20.986470534025532,2.461467678858983,22.67820233200072,20.991882641230738,21.47505869863634,4.769103842930053,247.0,pnad_income_nominal
2,2.0,Nordeste,2004,12,"1,2,3,4,5,6,7,8,9,10,11,12",903719.0,229.0,59775.0,2519.0,903719.0,29737.0,29975.0,339.0,807.0,29737.0,9019.0,10237.0,25.0,88.0,9019.0,19761.0,21074.0,111.0,270.0,19761.0,30302.0,32.90513976136388,5.671267252195734,33.16849595947413,32.91347994997177,33.83094063108831,9.979872062001574,0.41823504809703055,11.327636134683457,9.982401576110416,10.086443084923552,21.86631021368368,1.8569636135508156,23.31919545788016,21.87185248314868,22.415097349422556,6.614334765563189,280.0,pnad_income_nominal
2,2.0,Nordeste,2005,12,"1,2,3,4,5,6,7,8,9,10,11,12",918037.0,234.0,74514.0,2384.0,918037.0,27967.0,28220.0,672.0,693.0,27967.0,6717.0,7903.0,49.0,67.0,6717.0,17541.0,18888.0,258.0,266.0,17541.0,28316.0,30.463913763824333,9.018439487881471,30.73950178478645,30.47168074194571,31.267525193030664,7.316698564436946,0.6575945459913574,8.608585492741579,7.318564005565465,7.343805639647442,19.10707302646843,3.4624365890973507,20.574334149930777,19.11194450225157,19.50300082634888,8.116666321727774,308.0,pnad_income_nominal
2,2.0,Nordeste,2006,12,"1,2,3,4,5,6,7,8,9,10,11,12",868011.0,198.0,101312.0,2218.0,868011.0,26097.0,26612.0,987.0,676.0,26097.0,5522.0,6755.0,76.0,55.0,5522.0,16140.0,17649.0,363.0,253.0,16140.0,26606.0,30.065287191060943,9.742182564750474,30.658597644499896,30.072146879569676,30.815985861321664,6.361670531825058,0.7501579279848389,7.782159442679874,6.363122009004244,6.378034677502802,18.59423440486353,3.582991156032849,20.332691636396312,18.598476860798353,18.977022496938346,11.671741487147052,356.0,pnad_income_nominal
2,2.0,Nordeste,2007,12,"1,2,3,4,5,6,7,8,9,10,11,12",859671.0,145.0,125458.0,2191.0,859671.0,26393.0,26916.0,1379.0,667.0,26393.0,6008.0,7470.0,122.0,77.0,6008.0,15809.0,17516.0,412.0,265.0,15809.0,27064.0,30.70127990824397,10.991726314782637,31.309652180892456,30.70645914143377,31.388335173898607,6.988720103388389,0.972436990865469,8.689370701117054,6.989899083913692,7.006310552120872,18.38959322810703,3.2839675429227313,20.37523657306109,18.39269550892003,18.71804797196658,14.593722482205402,380.0,pnad_income_nominal
2,2.0,Nordeste,2008,12,"1,2,3,4,5,6,7,8,9,10,11,12",803376.0,983.0,150245.0,1881.0,803376.0,27624.0,28458.0,2620.0,751.0,27624.0,5890.0,5977.0,132.0,68.0,5890.0,17706.0,17974.0,775.0,327.0,17706.0,29290.0,34.384895739977296,17.438184298978335,35.42301487721814,34.42702017589884,35.08555109144812,7.331560813367589,0.8785650104828779,7.439853816892713,7.340542601941941,7.423804178712708,22.03949333811316,5.158241538819928,22.37308557885722,22.06649360101596,22.51051367308464,18.70170380992213,437.0,pnad_income_nominal
2,2.0,Nordeste,2009,12,"1,2,3,4,5,6,7,8,9,10,11,12",817105.0,966.0,155388.0,2088.0,817105.0,27998.0,28668.0,3017.0,705.0,27998.0,5765.0,5859.0,127.0,60.0,5765.0,17520.0,17852.0,801.0,292.0,17520.0,29605.0,34.26487415937976,19.415913712770614,35.08484221734049,34.305430815094,34.947158696236684,7.055396797229243,0.8173089299044971,7.17043709192821,7.06374771944485,7.102787769844207,21.441552799211852,5.1548382114449,21.847865329425225,21.466931490836732,21.799287433024915,19.016895013492757,476.0,pnad_income_nominal
2,2.0,Nordeste,2011,12,"1,2,3,4,5,6,7,8,9,10,11,12",788784.0,228.0,159558.0,3924.0,788784.0,28955.0,30241.0,2765.0,1509.0,28955.0,5647.0,5743.0,148.0,127.0,5647.0,16256.0,16832.0,877.0,482.0,16256.0,30034.0,36.70840179313982,17.32912169869264,38.33875940688452,36.71901551697026,37.23591747741824,7.159120874662772,0.9275623911054287,7.280827197306233,7.161190834893146,7.191720245649319,20.60893730095945,5.496433898645007,21.33917523682022,20.61489608854666,20.89841707439024,20.228351487859793,558.0,pnad_income_nominal
2,2.0,Nordeste,2012,12,"1,2,3,4,5,6,7,8,9,10,11,12",757741.0,252.0,164416.0,4077.0,757741.0,28649.0,29955.0,3048.0,1734.0,28649.0,5810.0,5941.0,158.0,130.0,5810.0,15713.0,16196.0,928.0,615.0,15713.0,29757.0,37.80843322454506,18.5383417672246,39.53197728511457,37.82101126220975,38.215246452375396,7.667527558888855,0.9609770338653173,7.840409849803561,7.670078377375777,7.678190050760869,20.736636924753974,5.644219540677306,21.374057890492924,20.74353554969115,20.903629395849425,21.698179193154388,646.0,pnad_income_nominal
2,2.0,Nordeste,2013,12,"1,2,3,4,5,6,7,8,9,10,11,12",742646.0,257.0,99584.0,4243.0,742646.0,28952.0,30390.0,1918.0,1693.0,28952.0,5939.0,6134.0,31.0,116.0,5939.0,15546.0,16152.0,430.0,682.0,15546.0,30508.0,38.9849268695987,19.260122107969153,40.92124646197515,38.9984226598185,39.36646319059232,7.997080708709129,0.3112949871465296,8.259655340498703,7.999849135695706,8.00495077812621,20.93325756820881,4.317962724935732,21.749258731616408,20.940504236997047,21.089147232971623,13.409349811350227,712.0,pnad_income_nominal
2,2.0,Nordeste,2014,12,"1,2,3,4,5,6,7,8,9,10,11,12",748997.0,201.0,50902.0,4187.0,748997.0,29575.0,30838.0,607.0,1769.0,29575.0,7372.0,7479.0,21.0,130.0,7372.0,16426.0,16892.0,145.0,641.0,16426.0,32220.0,39.48613946384298,11.924875250481318,41.17239454897683,39.49673876463015,39.79228250459073,9.842496031359271,0.41255746336096816,9.9853537464102,9.845138061634945,9.871783504640053,21.93066193856584,2.848611056540018,22.552827314395117,21.936548806350462,22.048846672956124,6.796021879927423,766.0,pnad_income_nominal
2,2.0,Nordeste,2015,12,"1,2,3,4,5,6,7,8,9,10,11,12",770960.0,280.0,48201.0,4153.0,770960.0,30468.0,31531.0,572.0,1955.0,30468.0,7564.0,7657.0,26.0,114.0,7564.0,16060.0,16400.0,142.0,525.0,16060.0,33121.0,39.51956002905469,11.866973714238293,40.89836048562831,39.5339180983028,39.68987975575734,9.811144547058213,0.5394078961017407,9.931773373456469,9.814709088078061,9.821900379328039,20.83117152640863,2.9459969710171987,21.27218013904742,20.838739814190067,20.894780246047414,6.252075334647712,779.0,pnad_income_nominal
3,3.0,Sudeste,2002,12,"1,2,3,4,5,6,7,8,9,10,11,12",1005254.0,348.0,37738.0,1900.0,1005254.0,31690.0,33923.0,517.0,413.0,31690.0,11449.0,11886.0,18.0,80.0,11449.0,21716.0,22900.0,223.0,264.0,21716.0,33701.0,31.524370955002418,13.699719116010387,33.74570009171811,31.53528787767214,32.25683227919598,11.38916134628661,0.47697281254968465,11.823877348411447,11.393105424786,11.503973539943747,21.602500462569658,5.909163177698871,22.7803122394937,21.60998143109903,21.976083486088154,3.754076084253333,493.0,pnad_income_nominal
3,3.0,Sudeste,2003,12,"1,2,3,4,5,6,7,8,9,10,11,12",977489.0,295.0,133307.0,2040.0,977489.0,31566.0,33963.0,2054.0,459.0,31566.0,8632.0,9044.0,77.0,67.0,8632.0,18849.0,19973.0,760.0,276.0,18849.0,32417.0,32.29294651909127,15.40804308850998,34.74514802724123,32.30269526828859,32.99739139884454,8.83078991170233,0.5776140787805591,9.252278030750219,8.833455792810843,8.92871670720832,19.28308144644083,5.701125972379545,20.432966509086036,19.28890271532572,19.615439963020343,13.637698224737056,535.0,pnad_income_nominal
3,3.0,Sudeste,2004,12,"1,2,3,4,5,6,7,8,9,10,11,12",976634.0,268.0,187259.0,2226.0,976634.0,32624.0,35172.0,3106.0,496.0,32624.0,7773.0,8219.0,123.0,64.0,7773.0,17978.0,19221.0,1190.0,290.0,17978.0,32849.0,33.40453025391293,16.586652710951142,36.01349123622565,33.41369937093262,33.99361454632116,7.95896927610548,0.6568442638271058,8.415639840513437,7.961153911545465,8.028382031061106,18.40812423077632,6.354834747595576,19.68086304593123,18.41317702582843,18.64903654989419,19.173917762437107,568.0,pnad_income_nominal
3,3.0,Sudeste,2005,12,"1,2,3,4,5,6,7,8,9,10,11,12",958352.0,281.0,199433.0,2123.0,958352.0,32091.0,34521.0,3255.0,466.0,32091.0,7809.0,8364.0,125.0,80.0,7809.0,17380.0,18793.0,1090.0,286.0,17380.0,32413.0,33.48560862814498,16.321270802725728,36.021211412925524,33.49542987941395,34.03471251086335,8.148363023189809,0.6267769125470709,8.727482177738452,8.15075291914691,8.204655351027792,18.135298929829542,5.465494677410459,19.6097049935723,18.140617970901946,18.34727223412336,20.809994657495366,641.0,pnad_income_nominal
3,3.0,Sudeste,2006,12,"1,2,3,4,5,6,7,8,9,10,11,12",908022.0,247.0,208094.0,2341.0,908022.0,30699.0,32977.0,3468.0,559.0,30699.0,7741.0,8313.0,119.0,74.0,7741.0,16755.0,18069.0,1285.0,283.0,16755.0,30999.0,33.80865221327237,16.665545378530854,36.317402001273095,33.81785133981438,34.24190890515289,8.52512384061179,0.5718569492633137,9.15506452486834,8.527443474429237,8.5858568403192,18.452196092165167,6.175093947927379,19.899297594111157,18.457216821348904,18.631571715869594,22.91728614504935,711.0,pnad_income_nominal
3,3.0,Sudeste,2007,12,"1,2,3,4,5,6,7,8,9,10,11,12",899615.0,232.0,233888.0,2024.0,899615.0,30314.0,32920.0,3682.0,505.0,30314.0,7607.0,8178.0,142.0,75.0,7607.0,16110.0,17411.0,1142.0,274.0,16110.0,30551.0,33.69663689467161,15.742577644000548,36.59343163464371,33.70532909783707,34.02817879922759,8.45583944242815,0.6071281981119168,9.090555404256266,8.458020665278308,8.493062623751724,17.907660499213552,4.882678889040909,19.353834695953267,17.912279862972728,18.037465919925186,25.99867721191843,747.0,pnad_income_nominal
3,3.0,Sudeste,2008,12,"1,2,3,4,5,6,7,8,9,10,11,12",828529.0,199.0,231497.0,1954.0,828529.0,29255.0,31059.0,4432.0,541.0,29255.0,8664.0,8963.0,341.0,77.0,8664.0,20287.0,21022.0,1889.0,300.0,20287.0,32232.0,35.30956671401967,19.144956522114757,37.48691958881343,35.31804956961597,35.52517942246764,10.45708719912037,1.4730212486554901,10.817967747658802,10.459599435007787,10.479790952701256,24.485564174579284,8.159932958094489,25.37267856647142,24.491446645660545,24.594727198967547,27.940723861204617,827.0,pnad_income_nominal
3,3.0,Sudeste,2009,12,"1,2,3,4,5,6,7,8,9,10,11,12",860536.0,288.0,215161.0,2670.0,860536.0,29185.0,31180.0,4209.0,661.0,29185.0,7984.0,8342.0,285.0,98.0,7984.0,18037.0,18921.0,1506.0,354.0,18037.0,31252.0,33.914908847509,19.562095361148163,36.23323138137161,33.92626312412234,34.04174845253262,9.277938401182519,1.3245894934490916,9.693958184201474,9.28104453599427,9.298471929280575,20.960192252270677,6.99940974433099,21.987458979054914,20.96720945587784,21.03068850884012,25.003137579369138,875.0,pnad_income_nominal
3,3.0,Sudeste,2011,12,"1,2,3,4,5,6,7,8,9,10,11,12",853260.0,204.0,232691.0,2853.0,853260.0,27594.0,29627.0,4215.0,816.0,27594.0,7739.0,8128.0,373.0,128.0,7739.0,16493.0,17455.0,1526.0,415.0,16493.0,29108.0,32.339497925602984,18.11415138531357,34.722124557579164,32.347231600270085,32.295471205468886,9.069920071256124,1.6029842151179032,9.52581862503809,9.07208905394253,9.075309667582639,19.329395494925347,6.558053384101663,20.456836134355296,19.334017930827518,19.32630986709669,27.27082014860652,1033.0,pnad_income_nominal
3,3.0,Sudeste,2012,12,"1,2,3,4,5,6,7,8,9,10,11,12",835619.0,199.0,238653.0,3164.0,835619.0,27070.0,29184.0,4711.0,941.0,27070.0,6931.0,7289.0,317.0,130.0,6931.0,15577.0,16521.0,1687.0,470.0,15577.0,28545.0,32.39514659192766,19.739957176318757,34.92500768891085,32.4028632304709,32.29984039250553,8.294449982587759,1.3282883517072905,8.722874898727769,8.296425749922195,8.2946449990203,18.641270722661883,7.068840534164666,19.77097217751152,18.645711139307174,18.61787605790719,28.56002556188885,1180.0,pnad_income_nominal
3,3.0,Sudeste,2013,12,"1,2,3,4,5,6,7,8,9,10,11,12",838513.0,213.0,215476.0,3445.0,838513.0,26601.0,28778.0,4048.0,1026.0,26601.0,6947.0,7303.0,276.0,151.0,6947.0,15654.0,16694.0,1537.0,538.0,15654.0,28162.0,31.724016204876968,18.786314949228686,34.32027887462687,31.732076822140044,31.59293184399344,8.284904348531269,1.280885110174683,8.709465446570297,8.28700942383395,8.273827171722026,18.668762440176838,7.133044979487274,19.90905328838074,18.67350590480735,18.616557980878113,25.697395269960037,1276.0,pnad_income_nominal
3,3.0,Sudeste,2014,12,"1,2,3,4,5,6,7,8,9,10,11,12",863867.0,202.0,186927.0,3734.0,863867.0,27149.0,29619.0,3218.0,1072.0,27149.0,6923.0,7324.0,114.0,186.0,6923.0,16198.0,17268.0,1203.0,593.0,16198.0,28839.0,31.42729146963595,17.215276551808994,34.28652790302211,31.434641903978974,31.18396274297495,8.01396511268517,0.6098637436004429,8.47815693851021,8.015839474796362,7.98971159773546,18.75057155789028,6.435667399573095,19.989188150490758,18.754957072476017,18.647646930261477,21.638400355610298,1410.0,pnad_income_nominal
3,3.0,Sudeste,2015,12,"1,2,3,4,5,6,7,8,9,10,11,12",888547.0,285.0,188016.0,4133.0,888547.0,27347.0,30721.0,3327.0,1308.0,27347.0,7500.0,8130.0,135.0,194.0,7500.0,16518.0,18298.0,1243.0,658.0,16518.0,29379.0,30.777212685429134,17.695302527444472,34.5744231875185,30.787087593525335,30.447393759289398,8.440746522131075,0.7180239979576206,9.149769229990085,8.44345474645994,8.422424819150512,18.589900140341477,6.611139477491277,20.59317064826059,18.595864733603374,18.477304143729658,21.159938641399947,1430.0,pnad_income_nominal
4,4.0,Sul,2002,12,"1,2,3,4,5,6,7,8,9,10,11,12",342119.0,92.0,29868.0,715.0,342119.0,9555.0,9623.0,300.0,132.0,9555.0,4804.0,5216.0,113.0,28.0,4804.0,7682.0,8116.0,268.0,86.0,7682.0,11057.0,27.92887854810753,10.04419445560466,28.12763979784812,27.93639098667649,28.001114895269218,14.041897702261494,3.7833132449444222,15.246157038925052,14.045674756671257,13.99070657735366,22.454175301576353,8.972813713673498,23.7227397484501,22.460215129214944,22.429824305426024,8.730295598899797,454.0,pnad_income_nominal
4,4.0,Sul,2003,12,"1,2,3,4,5,6,7,8,9,10,11,12",321871.0,74.0,78736.0,577.0,321871.0,9913.0,9958.0,842.0,115.0,9913.0,3750.0,4225.0,234.0,27.0,3750.0,6089.0,6577.0,442.0,64.0,6089.0,10627.0,30.798052635993923,10.693964641333062,30.937860198651013,30.80513491424718,30.89817056083277,11.65063022142411,2.9719569193253403,13.126376716137832,11.653309384487736,11.642744921911724,18.917516644867042,5.613696403170088,20.433651991015033,18.921866891238885,18.936793390933733,24.461973896374634,524.0,pnad_income_nominal
4,4.0,Sul,2004,12,"1,2,3,4,5,6,7,8,9,10,11,12",322474.0,99.0,96277.0,674.0,322474.0,10401.0,10439.0,1036.0,114.0,10401.0,3811.0,4223.0,258.0,20.0,3811.0,6214.0,6638.0,510.0,64.0,6214.0,10891.0,32.253763094078906,10.760617800720837,32.37160205163827,32.26366808840636,32.32218402604416,11.81800703312515,2.6797677534613666,13.095629415084627,11.821636293136875,11.805611973562485,19.269770586155783,5.297215326609678,20.58460527050243,19.275688251260178,19.266989955841957,29.85574030774574,579.0,pnad_income_nominal
4,4.0,Sul,2005,12,"1,2,3,4,5,6,7,8,9,10,11,12",315357.0,77.0,111128.0,635.0,315357.0,10194.0,10322.0,1229.0,103.0,10194.0,3823.0,4141.0,255.0,21.0,3823.0,5834.0,6172.0,433.0,50.0,5834.0,10700.0,32.32526945652071,11.059318983514506,32.73115865511151,32.33316417153007,32.43027628903318,12.122768798536262,2.2946512130156216,13.13114977628529,12.12572951027658,12.105385063569317,18.499668629521462,3.8964077460226045,19.571469794550303,18.504186754630805,18.50271971988816,35.238792860155314,630.0,pnad_income_nominal
4,4.0,Sul,2006,12,"1,2,3,4,5,6,7,8,9,10,11,12",303959.0,93.0,123890.0,614.0,303959.0,9718.0,9906.0,1228.0,98.0,9718.0,3607.0,3932.0,345.0,26.0,3607.0,5753.0,6100.0,501.0,64.0,5753.0,10357.0,31.971417197714164,9.91201872628945,32.58992166706694,31.981202240461258,32.134454287153616,11.866732026358818,2.7847283880862057,12.935955178165477,11.870363910407876,11.872253675869992,18.926894745672936,4.043909920090403,20.06849608006343,18.93268743459288,18.96315644084333,40.75878654686981,692.0,pnad_income_nominal
4,4.0,Sul,2007,12,"1,2,3,4,5,6,7,8,9,10,11,12",292404.0,74.0,123844.0,566.0,292404.0,7635.0,7793.0,918.0,99.0,7635.0,2452.0,2697.0,269.0,24.0,2452.0,4327.0,4585.0,415.0,59.0,4327.0,8141.0,26.111133910616818,7.412551274183651,26.651482195865995,26.117743645879656,26.143885421814986,8.385658198930248,2.1720874648751654,9.223540033652071,8.387780932507782,8.346483795920324,14.7980191789442,3.3509899551048092,15.680360049794121,14.801765128450723,14.759527974536502,42.35372977113856,758.0,pnad_income_nominal
4,4.0,Sul,2008,12,"1,2,3,4,5,6,7,8,9,10,11,12",285408.0,59.0,115794.0,577.0,285408.0,10032.0,10104.0,1771.0,134.0,10032.0,2986.0,2998.0,60.0,15.0,2986.0,7761.0,7784.0,1058.0,91.0,7761.0,11453.0,35.14968045745039,15.294402127916818,35.40195089135553,35.15694815822028,35.142273890472566,10.462215495010652,0.5181615627752734,10.504260567328176,10.464378708178407,10.40539075348871,27.192650521358896,9.13691555693732,27.273236909967483,27.198272992020296,27.109910092070812,40.57139253279516,838.0,pnad_income_nominal
4,4.0,Sul,2009,12,"1,2,3,4,5,6,7,8,9,10,11,12",290199.0,82.0,122010.0,609.0,290199.0,9233.0,9268.0,1593.0,108.0,9233.0,2808.0,2814.0,35.0,25.0,2808.0,6846.0,6853.0,825.0,73.0,6846.0,10465.0,31.816098608196445,13.056306860093436,31.9367055020865,31.825091256286257,31.792141390472427,9.676118801236393,0.2868617326448652,9.696794268760403,9.678853703850516,9.62382224099716,23.59070844489471,6.761740840914679,23.61482982367272,23.597376230968884,23.50592104383456,42.04356321007309,901.0,pnad_income_nominal
4,4.0,Sul,2011,12,"1,2,3,4,5,6,7,8,9,10,11,12",291382.0,60.0,125792.0,608.0,291382.0,9235.0,9311.0,1902.0,117.0,9235.0,2104.0,2108.0,44.0,14.0,2104.0,5880.0,5896.0,939.0,86.0,5880.0,9871.0,31.693790282172543,15.120198422793182,31.95461627691484,31.700317861335567,31.632865252887292,7.220761749181487,0.3497837700330705,7.234489433115292,7.2222489204385525,7.1764356456881435,20.17969538269351,7.464703637751208,20.23460611842873,20.183851545712304,20.115112957009053,43.1708204350303,1049.0,pnad_income_nominal
4,4.0,Sul,2012,12,"1,2,3,4,5,6,7,8,9,10,11,12",291935.0,63.0,125679.0,571.0,291935.0,9064.0,9120.0,1793.0,130.0,9064.0,1919.0,1934.0,43.0,30.0,1919.0,5809.0,5847.0,980.0,98.0,5809.0,9551.0,31.04800726189049,14.266504348379602,31.239830784249918,31.054708913496327,31.029258904733158,6.573381060852587,0.3421414874402247,6.624762361484577,6.574799912290319,6.546264887706311,19.89826502474866,7.797643202126051,20.0284309863497,19.902560026312905,19.862346826369613,43.05033654751914,1183.0,pnad_income_nominal
4,4.0,Sul,2013,12,"1,2,3,4,5,6,7,8,9,10,11,12",298790.0,45.0,112139.0,582.0,298790.0,9428.0,9487.0,1814.0,137.0,9428.0,1979.0,1997.0,35.0,15.0,1979.0,6226.0,6251.0,1114.0,97.0,6226.0,9931.0,31.55393420127849,16.176352562444823,31.751397302453228,31.55868717468075,31.533865883048172,6.623380969911978,0.31211264591266197,6.68362394993139,6.624378650688715,6.595007923578037,20.83737742226982,9.934099644191583,20.92104822785234,20.840516159266265,20.80378769226778,37.531041868871114,1309.0,pnad_income_nominal
4,4.0,Sul,2014,12,"1,2,3,4,5,6,7,8,9,10,11,12",304447.0,50.0,98609.0,633.0,304447.0,9114.0,9192.0,1453.0,141.0,9114.0,2052.0,2065.0,28.0,19.0,2052.0,5690.0,5720.0,759.0,105.0,5690.0,9513.0,29.936245060716644,14.734963340060238,30.192447289676036,29.94116236362382,29.78352302445025,6.740089408008619,0.28394974089586145,6.782789779501851,6.741196529532157,6.710810610550189,18.68962413819154,7.697066190712815,18.788163457022076,18.692694080427863,18.60772993305028,32.389545635200875,1437.0,pnad_income_nominal
4,4.0,Sul,2015,12,"1,2,3,4,5,6,7,8,9,10,11,12",316673.0,87.0,97275.0,786.0,316673.0,9246.0,9456.0,1244.0,198.0,9246.0,1949.0,1999.0,52.0,32.0,1949.0,5694.0,5842.0,578.0,144.0,5694.0,9740.0,29.197310790626293,12.788486250321254,29.860455422470498,29.20533441150272,28.912666610218466,6.154613749830267,0.5345669493703418,6.312505328840792,6.156305079820333,6.127270790320318,17.980693017718593,5.941917244924184,18.448052091589748,17.985634235247293,17.835582978934443,30.71780669649765,1492.0,pnad_income_nominal
5,5.0,Centro-Oeste,2002,12,"1,2,3,4,5,6,7,8,9,10,11,12",192391.0,41.0,4033.0,344.0,192391.0,6393.0,6486.0,33.0,51.0,6393.0,2401.0,2620.0,6.0,11.0,2401.0,4306.0,4560.0,16.0,38.0,4306.0,6469.0,33.22920510834707,8.182494421026531,33.712595703541226,33.23628801663634,36.01338820726471,12.479793753346051,1.4877262583684603,13.61810063880327,12.482453860150766,13.279154479681345,22.38150433232324,3.967270022315894,23.701732409520197,22.38627501949571,23.98992960329053,2.096251903675328,460.0,pnad_income_nominal
5,5.0,Centro-Oeste,2003,12,"1,2,3,4,5,6,7,8,9,10,11,12",196019.0,38.0,19733.0,335.0,196019.0,6757.0,6924.0,194.0,49.0,6757.0,3034.0,3332.0,16.0,13.0,3034.0,4633.0,5000.0,57.0,30.0,4633.0,6873.0,34.47114820502094,9.831247149445092,35.323106433560014,34.477832034738064,36.93033149773332,15.478091409506222,0.8108245071707292,16.998352200551988,15.481092554890525,16.40194899913504,23.63546390911085,2.888562306795723,25.507731393385335,23.640046739224722,24.988954037157704,10.066881271713456,488.0,pnad_income_nominal
5,5.0,Centro-Oeste,2004,12,"1,2,3,4,5,6,7,8,9,10,11,12",200684.0,48.0,33019.0,576.0,200684.0,6763.0,6939.0,198.0,149.0,6763.0,2885.0,3173.0,12.0,10.0,2885.0,4732.0,5109.0,45.0,87.0,4732.0,6823.0,33.69974686571924,5.996547442381659,34.576747523469734,33.707809166849415,35.87996950695168,14.375834645512347,0.36342711772010056,15.810926630922246,14.379273908969477,14.920579126374417,23.579358593609854,1.362851691450377,25.457933866177672,23.584999700950977,24.888502075526482,16.45322995355883,552.0,pnad_income_nominal
5,5.0,Centro-Oeste,2005,12,"1,2,3,4,5,6,7,8,9,10,11,12",197278.0,57.0,43588.0,594.0,197278.0,7114.0,7411.0,233.0,161.0,7114.0,2941.0,3231.0,27.0,15.0,2941.0,5217.0,5676.0,65.0,91.0,5217.0,7154.0,36.06078731536208,5.345507937964578,37.56627703038352,36.071209455382544,38.5197013619902,14.9078964709699,0.619436542167569,16.377903263415078,14.912205089721683,15.36450217581626,26.44491529719482,1.4912361200330366,28.77158122040978,26.45255829754438,27.90046366143896,22.094708989344984,606.0,pnad_income_nominal
5,5.0,Centro-Oeste,2006,12,"1,2,3,4,5,6,7,8,9,10,11,12",189127.0,51.0,48032.0,564.0,189127.0,6321.0,6574.0,230.0,184.0,6321.0,2325.0,2542.0,11.0,16.0,2325.0,4595.0,4942.0,53.0,110.0,4595.0,6387.0,33.42198628434861,4.788474350433044,34.75971172809805,33.431001290486364,35.49175413369052,12.293326706393058,0.22901399067288475,13.440703865656412,12.296642619898877,12.659937713311422,24.29584353371015,1.1034310459693537,26.13058949806215,24.302396919757136,25.61009504167279,25.39669111232135,664.0,pnad_income_nominal
5,5.0,Centro-Oeste,2007,12,"1,2,3,4,5,6,7,8,9,10,11,12",182259.0,38.0,50537.0,471.0,182259.0,6113.0,6315.0,284.0,161.0,6113.0,1876.0,2113.0,23.0,15.0,1876.0,4194.0,4560.0,70.0,89.0,4194.0,6185.0,33.540181829155216,5.6196450125650514,34.64849472454035,33.547176231060085,35.51097504944506,10.293044513576833,0.45511209608801473,11.593391821528703,10.295191004329908,10.562935974634014,23.011209322996397,1.3851237707026536,25.019340608694222,23.01600803420023,24.310421674847245,27.728123165385522,759.0,pnad_income_nominal
5,5.0,Centro-Oeste,2008,12,"1,2,3,4,5,6,7,8,9,10,11,12",178360.0,55.0,58325.0,481.0,178360.0,7261.0,7432.0,1048.0,174.0,7261.0,1854.0,1872.0,21.0,9.0,1854.0,5807.0,5884.0,455.0,88.0,5807.0,8324.0,40.70980040367795,17.968281183026146,41.66853554608657,40.7223577577746,42.31532460830495,10.394707333482843,0.3600514359194171,10.495626822157435,10.397913687221335,10.642346391006338,32.557748374074905,7.801114444920703,32.98945952007176,32.56779114438743,33.78845588843214,32.70071764969724,855.0,pnad_income_nominal
5,5.0,Centro-Oeste,2009,12,"1,2,3,4,5,6,7,8,9,10,11,12",178307.0,60.0,59803.0,508.0,178307.0,7034.0,7101.0,679.0,159.0,7034.0,1880.0,1886.0,8.0,16.0,1880.0,4972.0,5004.0,249.0,90.0,4972.0,7389.0,39.448815806446184,11.353945454241426,39.82457222655308,39.462094733712206,40.87055104143314,10.5436129821039,0.13377255321639384,10.577262810770188,10.547162084074346,10.789961801521072,27.884491354798186,4.163670718860258,28.06395710768506,27.893877596817898,28.84357844919207,33.53934506216806,897.0,pnad_income_nominal
5,5.0,Centro-Oeste,2011,12,"1,2,3,4,5,6,7,8,9,10,11,12",172866.0,43.0,55169.0,466.0,172866.0,5558.0,5598.0,592.0,117.0,5558.0,1376.0,1391.0,12.0,21.0,1376.0,3775.0,3807.0,185.0,83.0,3775.0,5789.0,32.152071546747194,10.730663959832514,32.38346464891882,32.16007128680789,32.97314679735851,7.9599227147038745,0.21751345864525368,8.046695128018234,7.961903218900262,8.072025086727473,21.83772401744704,3.353332487447661,22.02283849918434,21.843157450107913,22.355581300635777,31.91431513426585,1106.0,pnad_income_nominal
